Latitude,Longitude,Survey,Year,Community,Province,Result,traps
49.65313,-124.38558,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.65353,-124.34601,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.65377,-124.45599,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.65443,-124.36275,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.65446,-124.46647,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.6547,-123.19012,Gypsy Moth,2017,SQUAMISH,BRITISH COLUMBIA,Not Detected,0
49.65523,-124.40478,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.65676,-117.51367,Gypsy Moth,2017,SLOCAN,BRITISH COLUMBIA,Not Detected,0
49.657,-125.08219,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.6571,-125.01502,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.65731,-124.98694,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.6582,-124.96967,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.65914,-125.06172,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.66002,-115.96808,Gypsy Moth,2017,KIMBERLEY,BRITISH COLUMBIA,Not Detected,0
49.66048,-123.01997,Gypsy Moth,2017,GARDEN BAY,BRITISH COLUMBIA,Not Detected,0
49.66059,-123.97663,Gypsy Moth,2017,MADEIRA PARK,BRITISH COLUMBIA,Not Detected,0
49.66213,-124.04201,Gypsy Moth,2017,GARDEN BAY,BRITISH COLUMBIA,Not Detected,0
49.66261,-124.46475,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.6627,-120.33348,Gypsy Moth,2017,PRINCETON,BRITISH COLUMBIA,Not Detected,0
49.66477,-124.43307,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.66479,-117.1418,Gypsy Moth,2017,KOKANEE,BRITISH COLUMBIA,Not Detected,0
49.6648,-123.23537,Gypsy Moth,2017,SQUAMISH,BRITISH COLUMBIA,Not Detected,0
49.66748,-119.70676,Gypsy Moth,2017,SUMMERLAND,BRITISH COLUMBIA,Not Detected,0
49.66755,-125.53455,Gypsy Moth,2017,GOLD RIVER,BRITISH COLUMBIA,Not Detected,0
49.6676,-123.97021,Gypsy Moth,2017,MADEIRA PARK,BRITISH COLUMBIA,Not Detected,0
49.66763,-124.41108,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.669,-125.03174,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.66981,-124.98729,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.67042,-125.01379,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.6705,-122.16319,Gypsy Moth,2017,SQUAMISH,BRITISH COLUMBIA,Not Detected,0
49.67078,-124.89967,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.67182,-124.92414,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.67244,-123.15977,Gypsy Moth,2017,SQUAMISH,BRITISH COLUMBIA,Not Detected,0
49.67329,-124.94514,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.67501,-116.82194,Gypsy Moth,2017,CRAWFORD BAY,BRITISH COLUMBIA,Not Detected,0
49.67527,-116.87218,Gypsy Moth,2017,KOOTENAY BAY,BRITISH COLUMBIA,Not Detected,0
49.67562,-123.96421,Gypsy Moth,2017,MADEIRA PARK,BRITISH COLUMBIA,Not Detected,0
49.67849,-124.47687,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.67871,-124.49455,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.67876,-124.4213,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.67941,-124.47503,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.6802,-119.71599,Gypsy Moth,2017,SUMMERLAND,BRITISH COLUMBIA,Not Detected,0
49.68024,-124.966,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.6807,-123.15342,Gypsy Moth,2017,SQUAMISH,BRITISH COLUMBIA,Not Detected,0
49.68083,-126.11726,Gypsy Moth,2017,GOLD RIVER,BRITISH COLUMBIA,Not Detected,0
49.68298,-125.03366,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.68332,-125.06992,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.68354,-125.01187,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.68357,-115.97958,Gypsy Moth,2017,KIMBERLEY,BRITISH COLUMBIA,Not Detected,0
49.68358,-124.99007,Gypsy Moth,2017,QUALICUM BEACH,BRITISH COLUMBIA,Not Detected,0
49.68365,-123.16378,Gypsy Moth,2017,SQUAMISH,BRITISH COLUMBIA,Not Detected,0
49.68382,-124.98802,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.68387,-126.1189,Gypsy Moth,2017,GOLD RIVER,BRITISH COLUMBIA,Not Detected,0
49.6841,-124.90108,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.68435,-124.943,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.68436,-121.01433,Gypsy Moth,2017,"THOMPSON-NICOLA, SUBD. C",BRITISH COLUMBIA,Not Detected,0
49.68503,-124.92193,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.68533,-125.07801,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.68557,-124.87904,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.68683,-116.9148,Gypsy Moth,2017,NELSON,BRITISH COLUMBIA,Not Detected,0
49.68901,-124.49284,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.68904,-123.96389,Gypsy Moth,2017,MADEIRA PARK,BRITISH COLUMBIA,Not Detected,0
49.68917,-123.1437,Gypsy Moth,2017,SQUAMISH,BRITISH COLUMBIA,Not Detected,0
49.69218,-119.73461,Gypsy Moth,2017,SUMMERLAND,BRITISH COLUMBIA,Not Detected,0
49.69299,-124.51093,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.69336,-124.447,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.69443,-123.13062,Gypsy Moth,2017,SQUAMISH,BRITISH COLUMBIA,Not Detected,0
49.69582,-125.08865,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.6967,-125.04561,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.69672,-125.00324,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.69719,-120.28004,Gypsy Moth,2017,PRINCETON,BRITISH COLUMBIA,Not Detected,0
49.69785,-124.96395,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.69919,-124.98561,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.69933,-124.5191,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.6994,-123.13026,Gypsy Moth,2017,SQUAMISH,BRITISH COLUMBIA,Not Detected,0
49.69968,-124.9193,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.70053,-125.03524,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.70094,-124.87688,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.70126,-124.94131,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.7016,-117.48,Gypsy Moth,2017,SLOCAN,BRITISH COLUMBIA,Not Detected,0
49.70161,-124.50436,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.70169,-123.12116,Gypsy Moth,2017,SQUAMISH,BRITISH COLUMBIA,Not Detected,0
49.70354,-124.89735,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.70359,-123.96426,Gypsy Moth,2017,MADEIRA PARK,BRITISH COLUMBIA,Not Detected,0
49.70362,-119.38573,Gypsy Moth,2017,RUTLAND,BRITISH COLUMBIA,Not Detected,0
49.70444,-124.98981,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.70538,-123.97892,Gypsy Moth,2017,MADEIRA PARK,BRITISH COLUMBIA,Not Detected,0
49.70606,-125.00056,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.7064,-123.16342,Gypsy Moth,2017,SQUAMISH,BRITISH COLUMBIA,Not Detected,0
49.70686,-124.98292,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.70697,-123.10809,Gypsy Moth,2017,SQUAMISH,BRITISH COLUMBIA,Not Detected,0
49.70711,-124.46784,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.70934,-125.00471,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.70973,-124.99158,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.71021,-124.97658,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.7105,-125.55251,Gypsy Moth,2017,GOLD RIVER,BRITISH COLUMBIA,Not Detected,0
49.71129,-125.03171,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.71165,-124.50937,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.71188,-125.00051,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.71245,-125.05246,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.71267,-124.98739,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.71317,-124.98133,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.71343,-123.96826,Gypsy Moth,2017,MADEIRA PARK,BRITISH COLUMBIA,Not Detected,0
49.71408,-125.00874,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.71467,-124.9092,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.71483,-124.92001,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.71489,-124.97179,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.71507,-124.94058,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.71533,-124.96402,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.71645,-120.23561,Gypsy Moth,2017,PRINCETON,BRITISH COLUMBIA,Not Detected,0
49.71658,-124.98873,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.71686,-125.06982,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.71726,-124.99628,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.7177,-126.1034,Gypsy Moth,2017,GOLD RIVER,BRITISH COLUMBIA,Not Detected,0
49.71811,-124.99734,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.71816,-123.14021,Gypsy Moth,2017,SQUAMISH,BRITISH COLUMBIA,Not Detected,0
49.71898,-124.9765,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.71926,-124.51807,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.71947,-123.16439,Gypsy Moth,2017,SQUAMISH,BRITISH COLUMBIA,Not Detected,0
49.71996,-124.9886,Gypsy Moth,2017,,BRITISH COLUMBIA,EGM Detected,1
49.72013,-124.9935,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.72028,-114.89172,Gypsy Moth,2017,SPARWOOD,BRITISH COLUMBIA,Not Detected,0
49.72041,-123.13256,Gypsy Moth,2017,SQUAMISH,BRITISH COLUMBIA,Not Detected,0
49.72078,-120.14864,Gypsy Moth,2017,PRINCETON,BRITISH COLUMBIA,Not Detected,0
49.72108,-125.00847,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.72139,-124.987,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.72288,-125.00487,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.72296,-121.42146,Gypsy Moth,2017,"FRASER VALLEY, SUBD. A",BRITISH COLUMBIA,Not Detected,0
49.72333,-124.52859,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.72339,-125.0991,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.72348,-124.49181,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.7237,-124.99211,Gypsy Moth,2017,,BRITISH COLUMBIA,EGM Detected,9
49.72387,-125.01205,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.72441,-124.98519,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.72581,-125.00852,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.72715,-124.97256,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.72728,-124.98548,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.72735,-124.99617,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.72846,-125.05155,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.72871,-124.97469,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.72873,-124.54439,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.72926,-124.89821,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.72955,-123.98668,Gypsy Moth,2017,MADEIRA PARK,BRITISH COLUMBIA,Not Detected,0
49.73003,-125.01134,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.73032,-124.9916,Gypsy Moth,2017,,BRITISH COLUMBIA,EGM Detected,1
49.73036,-124.97708,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.73064,-125.09833,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.73078,-123.10426,Gypsy Moth,2017,SQUAMISH,BRITISH COLUMBIA,Not Detected,0
49.731,-125.07195,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.73132,-123.15067,Gypsy Moth,2017,SQUAMISH,BRITISH COLUMBIA,Not Detected,0
49.7318,-114.88361,Gypsy Moth,2017,SPARWOOD,BRITISH COLUMBIA,Not Detected,0
49.73187,-124.94456,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.73247,-124.99794,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.73264,-124.50948,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.73287,-124.99655,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.73296,-125.02793,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.73296,-124.98758,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.73351,-123.14056,Gypsy Moth,2017,SQUAMISH,BRITISH COLUMBIA,Not Detected,0
49.73446,-123.1141,Gypsy Moth,2017,SQUAMISH,BRITISH COLUMBIA,Not Detected,0
49.73468,-124.97634,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.73471,-123.99796,Gypsy Moth,2017,MADEIRA PARK,BRITISH COLUMBIA,Not Detected,0
49.73486,-125.00375,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.7353,-116.91067,Gypsy Moth,2017,AINSWORTH HOT SPRINGS,BRITISH COLUMBIA,Not Detected,0
49.73609,-124.98056,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.73637,-125.00059,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.7365,-124.99023,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.73809,-124.97636,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.73809,-124.52988,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.73812,-125.01714,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.73921,-124.92376,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.7398,-123.9427,Gypsy Moth,2017,EGMONT,BRITISH COLUMBIA,Not Detected,0
49.73999,-124.56297,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.74,-125.00325,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.74007,-124.98401,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.74069,-124.99406,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.74104,-125.3835,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.74142,-119.76278,Gypsy Moth,2017,PEACHLAND,BRITISH COLUMBIA,Not Detected,0
49.74216,-124.97902,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.74271,-124.96661,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.74323,-125.07716,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.74372,-124.62005,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.7442,-123.13585,Gypsy Moth,2017,SQUAMISH,BRITISH COLUMBIA,Not Detected,0
49.74427,-121.01411,Gypsy Moth,2017,"THOMPSON-NICOLA, SUBD. C",BRITISH COLUMBIA,Not Detected,0
49.74462,-124.94389,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.74464,-123.96159,Gypsy Moth,2017,EGMONT,BRITISH COLUMBIA,Not Detected,0
49.74465,-124.99774,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.74576,-124.99462,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.74584,-125.06136,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.74605,-125.10361,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.74673,-123.10328,Gypsy Moth,2017,SQUAMISH,BRITISH COLUMBIA,Not Detected,0
49.74682,-123.92789,Gypsy Moth,2017,EGMONT,BRITISH COLUMBIA,Not Detected,0
49.7477,-123.01034,Gypsy Moth,2017,MADEIRA PARK,BRITISH COLUMBIA,Not Detected,0
49.74901,-124.56596,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.74942,-123.11462,Gypsy Moth,2017,SQUAMISH,BRITISH COLUMBIA,Not Detected,0
49.75005,-123.94319,Gypsy Moth,2017,EGMONT,BRITISH COLUMBIA,Not Detected,0
49.75048,-123.97404,Gypsy Moth,2017,EGMONT,BRITISH COLUMBIA,Not Detected,0
49.75066,-123.99423,Gypsy Moth,2017,EGMONT,BRITISH COLUMBIA,Not Detected,0
49.7507,-125.5783,Gypsy Moth,2017,GOLD RIVER,BRITISH COLUMBIA,Not Detected,0
49.75232,-125.07967,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.75351,-119.79012,Gypsy Moth,2017,PEACHLAND,BRITISH COLUMBIA,Not Detected,0
49.75372,-125.05466,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.75382,-124.54651,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.75393,-126.06733,Gypsy Moth,2017,GOLD RIVER,BRITISH COLUMBIA,Not Detected,0
49.75463,-124.27869,Gypsy Moth,2017,POWELL RIVER,BRITISH COLUMBIA,Not Detected,0
49.75548,-125.00319,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.75651,-125.10045,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.7569,-124.96373,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.75719,-124.56786,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.75742,-119.12687,Gypsy Moth,2017,RUTLAND,BRITISH COLUMBIA,Not Detected,0
49.75821,-125.01649,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.75847,-124.61303,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.7592,-124.55084,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.7602,-124.59851,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.76025,-123.95102,Gypsy Moth,2017,EGMONT,BRITISH COLUMBIA,Not Detected,0
49.76044,-125.12142,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.76052,-123.14175,Gypsy Moth,2017,SQUAMISH,BRITISH COLUMBIA,Not Detected,0
49.76056,-123.158,Gypsy Moth,2017,SQUAMISH,BRITISH COLUMBIA,Not Detected,0
49.76132,-124.58721,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.76163,-117.46184,Gypsy Moth,2017,SLOCAN,BRITISH COLUMBIA,Not Detected,0
49.76168,-124.58293,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.76377,-125.13457,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.76555,-124.28987,Gypsy Moth,2017,POWELL RIVER,BRITISH COLUMBIA,Not Detected,0
49.7659,-116.85669,Gypsy Moth,2017,RIONDEL,BRITISH COLUMBIA,Not Detected,0
49.76684,-119.75932,Gypsy Moth,2017,PEACHLAND,BRITISH COLUMBIA,Not Detected,0
49.76743,-123.13721,Gypsy Moth,2017,SQUAMISH,BRITISH COLUMBIA,Not Detected,0
49.76906,-125.07428,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.76923,-124.02995,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.76932,-125.09186,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.76942,-117.47099,Gypsy Moth,2017,SLOCAN,BRITISH COLUMBIA,Not Detected,0
49.77077,-124.40776,Gypsy Moth,2017,POWELL RIVER,BRITISH COLUMBIA,Not Detected,0
49.77099,-124.37019,Gypsy Moth,2017,POWELL RIVER,BRITISH COLUMBIA,Not Detected,0
49.77118,-124.39165,Gypsy Moth,2017,POWELL RIVER,BRITISH COLUMBIA,Not Detected,0
49.77171,-124.98148,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.77228,-124.34634,Gypsy Moth,2017,POWELL RIVER,BRITISH COLUMBIA,Not Detected,0
49.77291,-125.00526,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.77323,-125.11848,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.77348,-124.59369,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.77454,-118.13929,Gypsy Moth,2017,EDGEWOOD,BRITISH COLUMBIA,Not Detected,0
49.7751,-123.1604,Gypsy Moth,2017,SQUAMISH,BRITISH COLUMBIA,Not Detected,0
49.77533,-124.31347,Gypsy Moth,2017,POWELL RIVER,BRITISH COLUMBIA,Not Detected,0
49.77562,-116.9063,Gypsy Moth,2017,NELSON,BRITISH COLUMBIA,Not Detected,0
49.77572,-119.74226,Gypsy Moth,2017,PEACHLAND,BRITISH COLUMBIA,Not Detected,0
49.77577,-124.28683,Gypsy Moth,2017,POWELL RIVER,BRITISH COLUMBIA,Not Detected,0
49.77584,-124.43889,Gypsy Moth,2017,POWELL RIVER,BRITISH COLUMBIA,Not Detected,0
49.77623,-124.32735,Gypsy Moth,2017,POWELL RIVER,BRITISH COLUMBIA,Not Detected,0
49.77641,-123.11954,Gypsy Moth,2017,SQUAMISH,BRITISH COLUMBIA,Not Detected,0
49.77803,-125.05029,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.77879,-124.61499,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.77924,-124.33773,Gypsy Moth,2017,POWELL RIVER,BRITISH COLUMBIA,Not Detected,0
49.78007,-121.44343,Gypsy Moth,2017,"FRASER VALLEY, SUBD. A",BRITISH COLUMBIA,Not Detected,0
49.78059,-124.25595,Gypsy Moth,2017,POWELL RIVER,BRITISH COLUMBIA,Not Detected,0
49.78061,-124.37711,Gypsy Moth,2017,POWELL RIVER,BRITISH COLUMBIA,Not Detected,0
49.78237,-123.1594,Gypsy Moth,2017,SQUAMISH,BRITISH COLUMBIA,Not Detected,0
49.78241,-124.62994,Gypsy Moth,2017,TEXADA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.78241,-124.21744,Gypsy Moth,2017,POWELL RIVER,BRITISH COLUMBIA,Not Detected,0
49.78291,-115.73196,Gypsy Moth,2017,WASA LAKE,BRITISH COLUMBIA,Not Detected,0
49.78318,-125.13489,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.78354,-124.19913,Gypsy Moth,2017,POWELL RIVER,BRITISH COLUMBIA,Not Detected,0
49.7836,-124.35054,Gypsy Moth,2017,POWELL RIVER,BRITISH COLUMBIA,Not Detected,0
49.78383,-125.0847,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.78407,-124.3894,Gypsy Moth,2017,POWELL RIVER,BRITISH COLUMBIA,Not Detected,0
49.7842,-125.11726,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.78465,-119.71589,Gypsy Moth,2017,PEACHLAND,BRITISH COLUMBIA,Not Detected,0
49.78471,-125.057,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.78502,-119.56047,Gypsy Moth,2017,KELOWNA,BRITISH COLUMBIA,Not Detected,0
49.78558,-125.02568,Gypsy Moth,2017,COURTENAY,BRITISH COLUMBIA,Not Detected,0
49.7856,-123.16576,Gypsy Moth,2017,SQUAMISH,BRITISH COLUMBIA,Not Detected,0
